id,title,movie_or_album,year,categories,mood,energy,best_for,language,source_type
song_0219,Piya Aaye Na,Aashiqui 2,2013,2010s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0220,Tera Ban Jaunga,Kabir Singh,2019,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0221,Kaise Hua,Kabir Singh,2019,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0222,Bekhayali,Kabir Singh,2019,2010s;Sad,Sad,Medium,Night,Hindi,curated_catalog
song_0223,Tujhe Kitna Chahne Lage,Kabir Singh,2019,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0224,Mere Sohneya,Kabir Singh,2019,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0225,Apna Bana Le,Bhediya,2022,2020s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0226,O Maahi,Dunki,2023,2020s;Romantic;Travel,Romantic,Low,Night,Hindi,curated_catalog
song_0227,Chaleya,Jawan,2023,2020s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0228,Not Ramaiya Vastavaiya,Jawan,2023,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0229,Zinda Banda,Jawan,2023,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0230,Satranga,Animal,2023,2020s;Sad;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0231,Pehle Bhi Main,Animal,2023,2020s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0232,Arjan Vailly,Animal,2023,2020s;Punjabi;DJ,Intense,High,Any,Hindi,curated_catalog
song_0233,Tere Vaaste,Zara Hatke Zara Bachke,2023,2020s;Romantic,Romantic,Medium,Day,Hindi,curated_catalog
song_0234,Heeriye,Single,2023,2020s;Romantic;Punjabi,Romantic,Medium,Any,Hindi,curated_catalog
song_0235,Husn,Single,2023,2020s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0236,Maan Meri Jaan,Single,2022,2020s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0237,Aankhon Se Batana,Single,2022,2020s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0238,Kasoor,Single,2020,2020s;Sad;Romantic,Reflective,Low,Night,Hindi,curated_catalog
song_0239,Gul,Single,2020,2020s;Relaxed,Relaxed,Low,Night,Hindi,curated_catalog
song_0240,Alag Aasmaan,Single,2020,2020s;Travel;Indie,Travel,Low,Evening,Hindi,curated_catalog
song_0241,Baarishein,Single,2018,2010s;Rain;Romantic,Romantic,Low,Rainy,Hindi,curated_catalog
song_0242,Choo Lo,Single,2015,2010s;Romantic;Indie,Romantic,Low,Night,Hindi,curated_catalog
song_0243,Riha,Single,2019,2010s;Sad;Indie,Reflective,Low,Night,Hindi,curated_catalog
song_0244,Iktara,Wake Up Sid,2009,2000s;Romantic;Travel,Romantic,Low,Evening,Hindi,curated_catalog
song_0245,Kya Karoon,Wake Up Sid,2009,2000s;Travel,Travel,Medium,Day,Hindi,curated_catalog
song_0246,Aaj Din Chadheya,Love Aaj Kal,2009,2000s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0247,Twist,Love Aaj Kal,2009,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0248,Dooriyan,Love Aaj Kal,2009,2000s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0249,Chor Bazari,Love Aaj Kal,2009,2000s;Fun;Travel,Fun,High,Day,Hindi,curated_catalog
song_0250,Ajj Din Chadheya,Love Aaj Kal,2009,2000s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0251,Tera Hone Laga Hoon,Ajab Prem Ki Ghazab Kahani,2009,2000s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0252,Tu Jaane Na,Ajab Prem Ki Ghazab Kahani,2009,2000s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0253,Prem Ki Naiyya,Ajab Prem Ki Ghazab Kahani,2009,2000s;Fun,Fun,High,Day,Hindi,curated_catalog
song_0254,Aa Jao Meri Tamanna,Ajab Prem Ki Ghazab Kahani,2009,2000s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0255,Pee Loon,Once Upon a Time in Mumbaai,2010,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0256,Tum Jo Aaye,Once Upon a Time in Mumbaai,2010,2010s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0257,I Am In Love,Once Upon a Time in Mumbaai,2010,2010s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0258,Tujhko Bhulaana,Anjaana Anjaani,2010,2010s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0259,Tujhe Bhula Diya,Anjaana Anjaani,2010,2010s;Sad;Evergreen,Sad,Low,Night,Hindi,curated_catalog
song_0260,Hairat,Anjaana Anjaani,2010,2010s;Travel,Travel,Medium,Day,Hindi,curated_catalog
song_0261,Aahista,Laila Majnu,2018,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0262,Hafiz Hafiz,Laila Majnu,2018,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0263,Shayad,Love Aaj Kal,2020,2020s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0264,Haan Main Galat,Love Aaj Kal,2020,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0265,Mehrama,Love Aaj Kal,2020,2020s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0266,Pachtaoge,Single,2019,2010s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0267,Filhall,Single,2019,2010s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0268,Filhall 2 Mohabbat,Single,2021,2020s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0269,Titliaan,Single,2020,2020s;Sad;Punjabi,Sad,Low,Night,Hindi,curated_catalog
song_0270,Lehanga,Single,2020,2020s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0271,Lover,Single,2021,2020s;Punjabi;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0272,Excuses,Single,2021,2020s;Punjabi;Sad,Sad,Medium,Night,Hindi,curated_catalog
song_0273,Brown Munde,Single,2020,2020s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0274,Insane,Single,2021,2020s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0275,295,Single,2021,2020s;Punjabi;Sad,Reflective,Medium,Night,Hindi,curated_catalog
song_0276,Amplifier,Single,2009,2000s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0277,Brown Rang,Single,2012,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0278,Dope Shope,Single,2012,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0279,High Rated Gabru,Nawabzaade,2018,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0280,Suit Suit,Hindi Medium,2017,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0281,Laung Laachi,Single,2018,2010s;Punjabi;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0282,Morni Banke,Badhaai Ho,2018,2010s;Punjabi;Dance,Party,High,Any,Hindi,curated_catalog
song_0283,Proper Patola,Namaste England,2018,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0284,Lahore,Single,2018,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0285,3 Peg,Single,2016,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0286,Naah,Single,2017,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0287,Kya Baat Ay,Single,2018,2010s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0288,Mundian To Bach Ke,Single,2002,2000s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0289,Tunak Tunak Tun,Single,1998,90s;Punjabi;DJ;Evergreen,Party,High,Any,Hindi,curated_catalog
song_0290,Made in India,Made in India,1995,90s;Indipop;DJ,Party,High,Any,Hindi,curated_catalog
song_0291,Gur Nalon Ishq Mitha,Single,1990,90s;Punjabi;DJ,Party,High,Any,Hindi,curated_catalog
song_0292,Tan Tana Tan,Judwaa,1997,90s;DJ;Dance;Fun,Party,High,Any,Hindi,curated_catalog
song_0293,Kisi Disco Mein Jaaye,Bade Miyan Chote Miyan,1998,90s;DJ;Dance;Fun,Party,High,Any,Hindi,curated_catalog
song_0294,What Is Mobile Number,Haseena Maan Jaayegi,1999,90s;DJ;Fun,Fun,High,Any,Hindi,curated_catalog
song_0295,Husn Hai Suhana,Coolie No. 1,1995,90s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0296,Sona Kitna Sona Hai,Hero No. 1,1997,90s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0297,Main Toh Raste Se Ja Raha Tha,Coolie No. 1,1995,90s;Travel;DJ;Fun,Fun,High,Day,Hindi,curated_catalog
song_0298,Ankhiyon Se Goli Maare,Dulhe Raja,1998,90s;DJ;Fun,Fun,High,Any,Hindi,curated_catalog
song_0299,Sarkai Lo Khatiya,Raja Babu,1994,90s;DJ;Fun,Fun,High,Any,Hindi,curated_catalog
song_0300,O O Jaane Jaana,Pyaar Kiya To Darna Kya,1998,90s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0301,Makhna,Bade Miyan Chote Miyan,1998,90s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0302,Humko Humise Chura Lo,Mohabbatein,2000,2000s;Romantic;Evergreen,Romantic,Low,Evening,Hindi,curated_catalog
song_0303,Soni Soni,Mohabbatein,2000,2000s;Romantic;Dance,Romantic,Medium,Any,Hindi,curated_catalog
song_0304,Aankhein Khuli,Mohabbatein,2000,2000s;Romantic;Dance,Happy,High,Day,Hindi,curated_catalog
song_0305,Chalte Chalte,Mohabbatein,2000,2000s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0306,Do Pal,Veer-Zaara,2004,2000s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0307,Tere Liye,Veer-Zaara,2004,2000s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0308,Main Yahaan Tu Wahaan,Baghban,2003,2000s;Sad;Evergreen,Sad,Low,Night,Hindi,curated_catalog
song_0309,Pehle Se,Fareb,1996,90s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0310,Chand Sifarish,Fanaa,2006,2000s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0311,Mere Haath Mein,Fanaa,2006,2000s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0312,Des Rangila,Fanaa,2006,2000s;Patriotic;Dance,Celebration,High,Day,Hindi,curated_catalog
song_0313,Tere Naina,My Name Is Khan,2010,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0314,Sajda,My Name Is Khan,2010,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0315,Noor-E-Khuda,My Name Is Khan,2010,2010s;Reflective,Reflective,Low,Night,Hindi,curated_catalog
song_0316,Senorita,Zindagi Na Milegi Dobara,2011,2010s;Travel;Fun,Travel,High,Day,Hindi,curated_catalog
song_0317,Khaabon Ke Parinday,Zindagi Na Milegi Dobara,2011,2010s;Travel;Highway,Travel,High,Day,Hindi,curated_catalog
song_0318,Ik Junoon,Zindagi Na Milegi Dobara,2011,2010s;Travel;DJ,Travel,High,Day,Hindi,curated_catalog
song_0319,Sooraj Ki Baahon Mein,Zindagi Na Milegi Dobara,2011,2010s;Travel;Romantic,Happy,Medium,Day,Hindi,curated_catalog
song_0320,Der Lagi Lekin,Zindagi Na Milegi Dobara,2011,2010s;Travel,Reflective,Low,Evening,Hindi,curated_catalog
song_0321,Dil Dhadakne Do,Zindagi Na Milegi Dobara,2011,2010s;Travel;DJ,Travel,High,Day,Hindi,curated_catalog
song_0322,Zinda,Bhaag Milkha Bhaag,2013,2010s;Motivational;Highway,Motivational,High,Day,Hindi,curated_catalog
song_0323,Lakshya,Lakshya,2004,2000s;Motivational;Travel,Motivational,High,Day,Hindi,curated_catalog
song_0324,Yun Hi Chala Chal,Swades,2004,2000s;Travel;Highway;Evergreen,Travel,High,Day,Hindi,curated_catalog
song_0325,Yeh Jo Des Hai Tera,Swades,2004,2000s;Travel;Reflective,Reflective,Low,Evening,Hindi,curated_catalog
song_0326,Phir Se Ud Chala,Rockstar,2011,2010s;Travel;Highway,Travel,High,Day,Hindi,curated_catalog
song_0327,Jo Bhi Main,Rockstar,2011,2010s;Travel,Reflective,Medium,Night,Hindi,curated_catalog
song_0328,Kun Faya Kun,Rockstar,2011,2010s;Spiritual;Relaxed,Relaxed,Low,Night,Hindi,curated_catalog
song_0329,Nadaan Parindey,Rockstar,2011,2010s;Travel;Sad,Reflective,Medium,Night,Hindi,curated_catalog
song_0330,Sadda Haq,Rockstar,2011,2010s;DJ;Motivational,Motivational,High,Day,Hindi,curated_catalog
song_0331,Patakha Guddi,Highway,2014,2010s;Travel;Highway,Travel,High,Day,Hindi,curated_catalog
song_0332,Maahi Ve,Highway,2014,2010s;Travel;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0333,Wanna Mash Up,Dishoom,2016,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0334,Sau Tarah Ke,Dishoom,2016,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0335,Tamma Tamma Again,Badrinath Ki Dulhania,2017,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0336,Badri Ki Dulhania,Badrinath Ki Dulhania,2017,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0337,Ainvayi Ainvayi,Band Baaja Baaraat,2010,2010s;Wedding;Dance,Celebration,High,Day,Hindi,curated_catalog
song_0338,Tainu Leke,Salaam-E-Ishq,2007,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0339,Nagada Nagada,Jab We Met,2007,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0340,Pungi,Agent Vinod,2012,2010s;DJ;Fun,Party,High,Any,Hindi,curated_catalog
song_0341,Dhinka Chika,Ready,2011,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0342,Character Dheela,Ready,2011,2010s;DJ;Fun,Party,High,Any,Hindi,curated_catalog
song_0343,Desi Boyz,Desi Boyz,2011,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0344,Party On My Mind,Race 2,2013,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0345,Lungi Dance,Chennai Express,2013,2010s;DJ;Fun,Party,High,Any,Hindi,curated_catalog
song_0346,One Two Three Four,Chennai Express,2013,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0347,Titli,Chennai Express,2013,2010s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0348,1234 Get on the Dance Floor,Chennai Express,2013,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0349,Saturday Saturday,Humpty Sharma Ki Dulhania,2014,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0350,Lucky Tu Lucky Me,Humpty Sharma Ki Dulhania,2014,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0351,Samjhawan,Humpty Sharma Ki Dulhania,2014,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0352,Manma Emotion Jaage Re,Dilwale,2015,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0353,Gerua,Dilwale,2015,2010s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0354,Janam Janam,Dilwale,2015,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0355,Tukur Tukur,Dilwale,2015,2010s;Dance;Fun,Fun,High,Day,Hindi,curated_catalog
song_0356,Cutiepie,Ae Dil Hai Mushkil,2016,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0357,Nashe Si Chadh Gayi,Befikre,2016,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0358,Ude Dil Befikre,Befikre,2016,2010s;Travel;DJ,Travel,High,Day,Hindi,curated_catalog
song_0359,Prem Mein Tohre,Begum Jaan,2017,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0360,Swag Se Swagat,Tiger Zinda Hai,2017,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0361,Dil Diyan Gallan,Tiger Zinda Hai,2017,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0362,Selfie Le Le Re,Bajrangi Bhaijaan,2015,2010s;Fun;DJ,Fun,High,Day,Hindi,curated_catalog
song_0363,Aaj Ki Party,Bajrangi Bhaijaan,2015,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0364,Tu Jo Mila,Bajrangi Bhaijaan,2015,2010s;Sad;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0365,Zindagi Kuch Toh Bata,Bajrangi Bhaijaan,2015,2010s;Travel;Reflective,Reflective,Low,Evening,Hindi,curated_catalog
song_0366,Mileya Mileya,Happy Ending,2014,2010s;Dance;Romantic,Happy,High,Day,Hindi,curated_catalog
song_0367,Galliyan,Ek Villain,2014,2010s;Romantic;Sad,Romantic,Low,Night,Hindi,curated_catalog
song_0368,Humdard,Ek Villain,2014,2010s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0369,Banjaara,Ek Villain,2014,2010s;Travel,Travel,Medium,Day,Hindi,curated_catalog
song_0370,Awari,Ek Villain,2014,2010s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0371,Main Phir Bhi Tumko Chahunga,Half Girlfriend,2017,2010s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0372,Baarish,Half Girlfriend,2017,2010s;Rain;Romantic,Romantic,Low,Rainy,Hindi,curated_catalog
song_0373,Phir Bhi Tumko Chaahunga,Half Girlfriend,2017,2010s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0374,Pal Bhar,Half Girlfriend,2017,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0375,Tera Fitoor,Genius,2018,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0376,Dil Meri Na Sune,Genius,2018,2010s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0377,Tere Sang Yaara,Rustom,2016,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0378,Dekha Hazaro Dafaa,Rustom,2016,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0379,Bol Do Na Zara,Azhar,2016,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0380,Itni Si Baat Hain,Azhar,2016,2010s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0381,Sanam Re,Sanam Re,2016,2010s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0382,Humne Pee Rakhi Hai,Sanam Re,2016,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0383,Gazab Ka Hai Yeh Din,Sanam Re,2016,2010s;Travel,Happy,Medium,Day,Hindi,curated_catalog
song_0384,Hua Hain Aaj Pehli Baar,Sanam Re,2016,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0385,Main Tera Boyfriend,Raabta,2017,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0386,Ik Vaari Aa,Raabta,2017,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0387,Raabta,Agent Vinod,2012,2010s;Romantic;Evergreen,Romantic,Low,Night,Hindi,curated_catalog
song_0388,Lambiyaan Si Judaiyaan,Raabta,2017,2010s;Sad,Sad,Low,Night,Hindi,curated_catalog
song_0389,Hawayein,Jab Harry Met Sejal,2017,2010s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0390,Butterfly,Jab Harry Met Sejal,2017,2010s;Punjabi;Dance,Party,High,Day,Hindi,curated_catalog
song_0391,Radha,Jab Harry Met Sejal,2017,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0392,Phurrr,Jab Harry Met Sejal,2017,2010s;Travel;DJ,Travel,High,Day,Hindi,curated_catalog
song_0393,Dilbar,Satyameva Jayate,2018,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0394,Kamariya,Stree,2018,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0395,Milegi Milegi,Stree,2018,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0396,Chogada,Loveyatri,2018,2010s;Gujarati;Dance,Celebration,High,Day,Hindi,curated_catalog
song_0397,Thodi Jagah,Marjaavaan,2019,2010s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0398,Tum Hi Aana,Marjaavaan,2019,2010s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0399,Ghungroo,War,2019,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0400,Jai Jai Shivshankar,War,2019,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0401,Chal Ghar Chalen,Malang,2020,2020s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0402,Humraah,Malang,2020,2020s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0403,Malang Title Track,Malang,2020,2020s;Travel;DJ,Travel,High,Day,Hindi,curated_catalog
song_0404,Aabaad Barbaad,Ludo,2020,2020s;Sad;Romantic,Sad,Low,Night,Hindi,curated_catalog
song_0405,Hardum Humdum,Ludo,2020,2020s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0406,Meri Tum Ho,Ludo,2020,2020s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0407,Nadiyon Paar,Roohi,2021,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0408,Param Sundari,Mimi,2021,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0409,Doobey,Gehraiyaan,2022,2020s;Romantic;DJ,Romantic,Medium,Night,Hindi,curated_catalog
song_0410,Beqaaboo,Gehraiyaan,2022,2020s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0411,Rasiya,Brahmastra,2022,2020s;Romantic,Romantic,Low,Evening,Hindi,curated_catalog
song_0412,Kesariya,Brahmastra,2022,2020s;Romantic;Evergreen,Romantic,Medium,Any,Hindi,curated_catalog
song_0413,Deva Deva,Brahmastra,2022,2020s;Motivational,Motivational,High,Day,Hindi,curated_catalog
song_0414,Dance Ka Bhoot,Brahmastra,2022,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0415,What Jhumka?,Rocky Aur Rani Kii Prem Kahaani,2023,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0416,Tum Kya Mile,Rocky Aur Rani Kii Prem Kahaani,2023,2020s;Romantic;Rain,Romantic,Medium,Rainy,Hindi,curated_catalog
song_0417,Ve Kamleya,Rocky Aur Rani Kii Prem Kahaani,2023,2020s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0418,Dhindhora Baje Re,Rocky Aur Rani Kii Prem Kahaani,2023,2020s;Dance;Celebration,Celebration,High,Day,Hindi,curated_catalog
song_0419,Jhoome Jo Pathaan,Pathaan,2023,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0420,Besharam Rang,Pathaan,2023,2020s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0421,Main Nikla Gaddi Leke,Gadar: Ek Prem Katha,2001,2000s;Travel;Driver;Fun,Travel,High,Day,Hindi,curated_catalog
song_0422,Udja Kale Kawan,Gadar: Ek Prem Katha,2001,2000s;Travel;Sad,Reflective,Medium,Evening,Hindi,curated_catalog
song_0423,Koi Kahe Kehta Rahe,Dil Chahta Hai,2001,2000s;DJ;Fun,Party,High,Any,Hindi,curated_catalog
song_0424,Rock On!!,Rock On!!,2008,2000s;Travel;Rock,Travel,High,Day,Hindi,curated_catalog
song_0425,Socha Hai,Rock On!!,2008,2000s;Romantic;Travel,Romantic,Medium,Evening,Hindi,curated_catalog
song_0426,Tum Ho Toh,Rock On!!,2008,2000s;Romantic,Romantic,Low,Night,Hindi,curated_catalog
song_0427,Sindbad The Sailor,Rock On!!,2008,2000s;Travel;Fun,Travel,High,Day,Hindi,curated_catalog
song_0428,Uff Teri Adaa,Kartik Calling Kartik,2010,2010s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0429,Hey Ya!,Karthik Calling Karthik,2010,2010s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0430,Aahun Aahun,Love Aaj Kal,2009,2000s;Punjabi;Dance,Party,High,Any,Hindi,curated_catalog
song_0431,Soni De Nakhre,Partner,2007,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0432,Dupatta Tera Nau Rang Da,Partner,2007,2000s;Punjabi;Dance,Party,High,Any,Hindi,curated_catalog
song_0433,You Get Me Rockin & Reeling,Billu,2009,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0434,Marjaani,Billu,2009,2000s;Punjabi;Dance,Party,High,Any,Hindi,curated_catalog
song_0435,Bebo,Kambakkht Ishq,2009,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0436,Om Mangalam,Kambakkht Ishq,2009,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0437,Dhan Te Nan,Kaminey,2009,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0438,Raat Ke Dhai Baje,Kaminey,2009,2000s;Dance,Party,High,Night,Hindi,curated_catalog
song_0439,Aaja Aaja Dil Nichode,Kaminey,2009,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0440,Bebo Main Bebo,Kambakkht Ishq,2009,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0441,Kiss Me Baby,Garam Masala,2005,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0442,Ada,Garam Masala,2005,2000s;Dance,Party,High,Any,Hindi,curated_catalog
song_0443,Aaja Nachle,Aaja Nachle,2007,2000s;Dance;DJ,Party,High,Any,Hindi,curated_catalog
song_0444,Soniye Mil Ja,Aaja Nachle,2007,2000s;Dance,Party,High,Any,Hindi,curated_catalog
song_0445,It's the Time to Disco,Kal Ho Naa Ho,2003,2000s;DJ;Dance,Party,High,Any,Hindi,curated_catalog
song_0446,Pretty Woman,Kal Ho Naa Ho,2003,2000s;Romantic;Dance,Happy,High,Day,Hindi,curated_catalog
song_0447,Kuch To Hua Hai,Kal Ho Naa Ho,2003,2000s;Romantic,Romantic,Medium,Evening,Hindi,curated_catalog
song_0448,Kal Ho Naa Ho,Kal Ho Naa Ho,2003,2000s;Sad;Evergreen,Reflective,Low,Night,Hindi,curated_catalog
song_0449,It's Magic,Koi... Mil Gaya,2003,2000s;Dance;Fun,Fun,High,Any,Hindi,curated_catalog
song_0450,Idhar Chala Main Udhar Chala,Koi... Mil Gaya,2003,2000s;Travel;Fun,Travel,High,Day,Hindi,curated_catalog
song_0451,Haila Haila,Koi... Mil Gaya,2003,2000s;Dance,Party,High,Any,Hindi,curated_catalog
song_0452,Kaho Na Pyaar Hai,Kaho Naa... Pyaar Hai,2000,2000s;Romantic,Romantic,Medium,Any,Hindi,curated_catalog
song_0453,Aap Ki Kashish,Aashiq Banaya Aapne,2005,2000s;Romantic,Romantic,Medium,Night,Hindi,curated_catalog
song_0454,Aashiq Banaya Aapne,Aashiq Banaya Aapne,2005,2000s;Romantic,Romantic,Medium,Night,Hindi,curated_catalog
